,Product,Top_10_Similar_Products
2077,Чихэр зөөлөн Trolli Strawberry kiss 200гр Гүзээлзгэнэ Сүүний амттай DEU,"['Аяга таваг угаагч Fairy 750мл /нимбэгний үнэртэй / TUR', 'Жүүс WBD Любимый 1л усан үзэм бөглөөтэй тетра савлагаатай RUS', 'Бекон Алтанг 200гр гахайн махан хуудсан 021311 RUS', 'Чихэр зөөлөн Trolli Milkcow 200гр Сахаргүй Үнээний дүрстэй DEU', 'Кимчи Мат 600гр байцааны сүүн хүчлийн бактери агуулсан KOR', 'Кимчи Ариранг энгийн 200гр сүүний хүчлийн бактеритай MNG', 'Чипс Pringles 165гр улаан чинжүүтэй шар савтай POL', 'Зөгийн бал  Bihophar Bluetenhonig 1000 гр Шилтэй DEU', 'Шүдний оо SPLAT 100мл Калийн ионы өндөр үр дүн Цайруулагч RUS', 'Загас Туна Dongwon 100гр чинжүүтэй KOR']"
2078,Пиво Kaltenberg 500мл гадил жимсний орцтой лаазтай Alc 5.5% MGL,"['Кимчи Hi шарсан 200гр ууттай хоол боловсруулалтыг дэмжинэ MNG', 'Далайн байцаа халуун ногоотой амталсан 40гр KOR', 'Жүүс Nawon NICO NICO Гүзээлзгэнэ 320мл цэлцэгнүүртэй пет савалгаатай VNM', 'Дарсан хачир Best 100гр ууттай MNG', 'Нэг удаагийн аяга 50ш бор цаасан материалтай 150мл', 'Самар газрын DAWN 125гр давс буйлс цангистай лаазтай', 'Чихэр зөөлөн Trolli Strawberry kiss 200гр Гүзээлзгэнэ Сүүний амттай DEU', 'Зайрмаг Amore 75гр Нэрс Йогурттай Аягатай Цэвэр малын гаралтай MNG', 'Хиам Бяслагт 400гр утлагат Очирдагинас MNG', 'Ундаа Tymbark Оргилуун 330мл Манго жимсний амттай лаазтай POL']"
2079,Хүүхдийн нухаш BabyBio алим чангаанз гадилтай 90гр +6сар FRA,"['Кекс Lotte Custard 138гр дотроо кремтэй хайрцагтай KOR', 'Кекс Барни 150гр ширхэгтэй сүүний хавчуургатай хайрцагтай цэнхэр RUS', 'Шагшуур Pepero 36гр алмонд самартай хайрцагтай KOR', 'Йогурт Danone Даниссимо 105гр Шоколадан үрэлтэй KAZ', 'Пиво Сэнгүр Radler 330мл Арвай соёолж зөрөг цэцэг ханд лаазтай  Alc 2% MNG', 'Ундаа ASAHI Калпис 330мл сүүн хүчлийн ундаа глютен агуулаагүй лаазтай JPN', 'Пробиотик тараг Danone Активиа 670гр Үр тариатай KAZ', 'Чихэр Happy time toy with popping 21гр тоглоомтой тэсэрдэг', 'Чипс Orion 30гр үхрийн махан стейкын амттай ууттай VNM', 'Тараган ундаа Actimel 95гр  гүзээлзгэнэтэй пробиотекээр баялаг KAZ']"
2080,Зайрмаг Брикеша 100гр Сүүн болон Үзэмний амттай RUS,"['Шоколад Nestle 82 гр сүүтэй хавтгай 26%-50% CHE', 'Талх Та Чи 350гр мини атар амин дэмээр баялаг зүсээгүй MNG', ""Нарийн боов Мушгиа 500гр Атархишиг Kid's bakery 2708434"", ""Эклер шоколадтай Атархишиг Kid's bakery 2708434"", 'Жүүс ALBI  200мл 3 төрөл алим  жүрж олон жимст 100% Deu', 'Ариун цэврийн цаас Дэлбээ ЭКО 4ш 3 давхар байгалийн гаралтай MNG', 'Далайн байцаа жижиг Kimnori 4гр терияки соусны амттай KOR', 'Жүүс Kagome Аожиру 720мл эслэг шүүс пет савлагаатай JPN', 'Сүү Сор 250мл 1,5% тослогтой Гадил жимсний амттай MNG', 'Зайрмаг Гроспирон Брикет 90гр Цөцгий Өрмөнцөртэй RUS']"
2081,Исгэгч RUF 15гр*6 ширхэгтэй багц Гурил гурилан бүтээгдэхүүн хөөлгөгч DEU,"['Тахианы гуя Баялаг 750гр пакетласан MNG', 'Өндөг Омега 3-тай 10 ширхэг Түмэн шувуут MNG', 'Хар чавга ясгүй 500гр В аминдэм кали магнийн өндөр агууламжтай UZB', 'Дүпү Монгол 400гр 024619 Адислалт Шугам MNG', 'Амтлагч Ванилин сахар RUF 8гр*10 ширхэгтэй багц DEU', 'Зайрмаг Гроспирон Брикет 90гр Цөцгий Өрмөнцөртэй RUS', 'Гоймон Алейка 400груураг амин дэмээр баялаг RUS', 'Тахианы гуя За1кг уургаар баялаг RUS', 'Хатаасан гадил Ecovita 100гр ууттай VNM', 'Цөцгийн тос President 125гр 82% тослогтой FRA']"
2082,"Пиво Saigon 333 330мл арвайн үр, амуу соёолжны орцтой шилтэй alc 5.3% VNM","[""Ликёр Molly's Irish cream 700мл Сүүн крем Шоколадны орцтой alc 17% IRL"", 'Ундаа Mirinda 500мл Ханборгоцойтой Пет MNG', 'Ундаа Coca cola Fanta Оргилуун 500мл Усан үзэм жимсний амт пет савлагаа MNG', 'Тамхи Parliament Aqua blue энгийн Никотины хэмжээ 0,4мг/ш KAZ', 'Бууз ЗА кг задгай хонины махан *25074* MNG', 'Бэлэн хоол 122гр ясны шөлтэй чанадаг халуун ногоотой аягатай', 'Тараган ундаа 170мл 4ш-тэй  багц пробиотик  баялаг MNG', 'Тараг Амтлаг 1000мл Хад жимстэй Ашигт бактери С амин дэм MNG', 'Чихэр Тэслэгч 30гр жимсний амттай  тэсэрдэг  MGL', 'Ундаа Pepsi Black Оргилуун 500мл сахарын агууламжгүй пет MNG']"
2083,Майонез Янта 900гр тослог 67% энгийн уургаар баялаг RUS,"['Өргөст хэмх Hainich Даршилсан 1700 гр Шилтэй DEU', 'Ааруул Идээний дээж 400гр Хорхой Чихэрлэг Кальциар баялаг MNG', 'Эрдэнэшиш лаазалсан Солнце 400гр GMO free хялбар онгойлгогч тагтай THA', 'Эрдэнэ шиш Kowar 400гр нөөшилсөн THA', 'Вандуй Vita 184гр', 'Өргөст хэмх Urbanek 1.65кг даршилсан POL', 'Салат Bagro 550гр Хүрэн манжингийн MNG', 'Майонез Улаанбаатар 1000гр 70% тослог Транс тосгүй MNG', 'Хиам Зочид 800гр чанамал MNG', 'Вандуй Kowar 400гр нөөшилсөн THA']"
2084,Гал тогооны алчуур UNU-L 24ш 22.5*22.5см Шингээлт сайн Нян үржихгүй,"['Үрэл Зөв 30гр аарцан аньстай ууттай MNG', 'Жигнэмэг MCvities Digestive 200гр, бүхэл үрийн хар шоколадтай GB', 'Жигнэмэг Oreo 228гр ванильны амттай хайрцагтай цэнхэр RUS', 'Йогурт Danone Даниссимо 105гр Шоколадан үрэлтэй KAZ', 'Нарийн боов Өнхрүүш нэрстэй 60гр зөөлөн амттай амин дэмтэй Өгөөж MNG', 'Чихэр зөөлөн Trolli Peach O 200гр Тоортой Сахаргүй 7 төрөл витаминтай DEU ', ""Жигнэмэг Mc Vitie's Digestives 200гр 6 ш бүхэл үрийн хар шоколадтай GB"", 'Жүүс tymbark 330 мл лемонтой лаазтай POL', 'Ундаа Tymbark Оргилуун 330мл Гүзээлзгэнэ жимсний амттай лаазтай POL', 'Жигнэмэг Parle250гр Hide&Seek choco rolls хайрцагтай IND']"
2085,Пиво Нийслэл лайт  500мл 6-тай багц  арвайн соёолжтой  лаазтай Alc4.9% MGL,"['Ундаа Coca cola Fanta Оргилуун 1.25л Тоор жимсний амт пет савлагаа MNG', 'Ундаа Coca cola Fanta Оргилуун 2л Тоорын жимсний амт пет савлагаа MNG', 'Ундаа Coca Cola Түмний Оргилуун Fanta 2л Хан боргоцой жимсний пет MNG', 'Ундаа Coca Cola Түмний Оргилуун Sprite 2л Нимбэгний амт пет савлагаа MNG', 'Ундаа Coca cola Fanta Оргилуун 2л Усан үзэм жимсний амт пет савлагаа MNG', 'Ундаа Coca Cola Fanta Orange Оргилуун 2л жүржийн амттай пет савлагаа MNG', 'Зайрмаг G&G MINI Fruities 660 мл Жимстэй DEU  ', 'Ундаа Coca Cola Fanta Оргилуун 2л Алим жимсний амт пет савлагаа MNG', 'Бялуу Жимст  8инч амлаг амин дэмээр баялаг MNG', 'Ундаа Coca-Cola Түмний Оргилуун 2л сахаргүй пет савлагаа MNG']"
2086,Ширээний сальфетка Урин 180 ширхэгтэй MNG,"['Жигнэмэг Bourbon 50гр ууталж савласан какаотай JPN', 'Бохь Dirol 13.5гр банана жимсний амттай сахаргүй хүүхдийн улбар шар RUS', 'Скоч баглаа боодлын Wonderer өнгөгүй 48mm*50m*55mic', 'Пробиотик тараг Danone Активиа 670гр Хар чавгатай KAZ', 'Жигнэмэг Чоко пай Orion 360гр 30гр*12ш Mango ногоон RUS', 'Чихэр Riesen 400гр хар шоколад иристэй DEU', 'Шоколад Bourbon 55гр бүхэл үрийн жигнэмэгтэй гүзээлзгэнэтэй JPN', 'Үрэл Зөв 450гр аарцан аньстай ууттай MNG', 'Жүүс Шар доктор 480мл Чацарганы дархлаа дэмжих шууд уух пет савлагаа MNG', 'Нүүрний хөвөн SEPTONA Daily Clean 70+50ш 100% хөвөн зөөлөн 2талт  Дугуй GRC']"
2087,Кофе шингэн Лоtte beverage 175мл лаазтай KOR,"['Ус Оргилуун 330мл хийжүүлсэн Бэрсүүт жимсний амт лаазтай MNG', 'Чихэр Riesen 400гр хар шоколад иристэй DEU', 'Эрүүл мэндийн ундаа HANBO D&F 100мл Дархлаа дэмжих KOR', 'Ундаа Coca-Cola Оргилуун 330мл энгийн лаазтай HKO', 'Ус Оргилуун Soda water 330мл PH8.5 зөөлөн шүлтлэг лаазтай MNG', 'Уут   Олон өнгийн Зурагтай Бэлэгний цаасан уут 25x32x11 см хэмжээтэй', 'Ундаа Сэлэнгэ Оргилуун 330 мл Алтангагнуур эмийн ургамалтай лааз MNG', 'Дугтуй Цагаан өнгийн Мөнгөний Цаасан 18х12см хэмжээтэй Бэлэг дурсгалын MGL', 'Шоколад Alpen gold 95гр чизкейк ореотой шоколад хавтгай цэнхэр RUS', 'Чипс PRINGLES 170гр хайрцагтай Төмс улаан буудайн төгс амттай BEL']"
2088,Ундаа хийжүүлсэн DАYAO  500мл зөгийн балаар баяжуулсан,"['Нойтон салфетка Ариун 30ш MNG', 'Хатаасан жимс самар Kowar big mix 200гр олон төрлийн MNG', 'Чихэр зөөлөн Trolli Peach O 200гр Тоортой Сахаргүй 7 төрөл витаминтай DEU ', 'Жигнэмэг Lotte 336гр хавчуургатай чокопай энгийн крем шоколадтай  RUS', 'Нойтон салфетка Яргуй 100ш MNG', 'Чихэр Skittles wildberry 38гр исгэлэн жимсний амттай CHE', 'Чипс PRINGLES 170гр хайрцагтай Төмс улаан буудайн төгс амттай BEL', 'Чихэр Damla 500гр хүчилтэй сүүний амттай ирисэн ууттай TUR', 'Кекс Lotte Custard 138гр дотроо кремтэй хайрцагтай KOR', 'Жигнэмэг Parle Hide Seek Bourbon 100гр ванилийн хавчуургатай IND']"
2089,Бэлэн хоол Nongshim 117гр аягатай дэвтээдэг,"['Бэлэн хоол Nongshim 70гр кимчитэй дэвтээдэг', 'Бэлэн хоол Nongshim 70гр кимчитэй аягатай', 'Гамбургер мах сыртэй бэлэн бүтээгдэхүүн Дүүрэн Фүүдс MNG', 'Бэлэн хоол Ноншим 110 гр бяслагтай халуун ногоотой дэвтээдэг аягатай', 'Бэлэн хоол Nong shim Kimchi Cup Noodle аягатай 117гр', 'Бэлэн хоол Ноншим 67гр кимчи бяслаг халуун ногоотой дэвтээдэг', ""Бэлэн хоол Fan's 128гр ясны шөлтэй аягатай чанадаг халуун ногоотой"", 'Кимбаб будаа хиам бэлэн бүтээгдэхүүн Дүүрэн Фүүдс MNG', 'Бэлэн хоол Samyang 65гр бага зэргийн халуун ногоотой дэвтээдэг аягатай KOR', 'Кимбаб гурвалжин тахианы махтай MNG']"
2090,Нухаш Бумбардай Лууван гүзээлзгэнэ 110мл Амин дэмтэй MNG,"['Нухаш Бумбардай 110гр лууван манго жимстэй аминээр баялаг MNG', 'Сүү Миний монголын сүү 1л 0.1% тослог Ариутгасан Кальци Уургаар баялаг MNG', 'Өглөөний хоол  Nestle 460гр  ууттай  бүхэл үрийн шоколадтай  RUS', 'Нухаш Бумбардай 110гр  лууван хулуу алимтай эрдэсээр баялаг MGL', 'Үзгэн бал Zebra Кобальт цэнхэр 0.5 мм хошуу Sarasa clip Дардаг Гелен JPN', 'Өрмөнцөр зөөлөн Акульчев Мяфли 125гр хавчуургатай 025025 RUS', 'Бохь Lotte  260гр 9ш гаатай амны хөндийг цэвэрлэнэ KOR', 'Попкорн Наша кукуруза 60гр карамельтай  пет савалгаатай  RUS', 'Чихэр KOZED mango juice gummy 80гр манго жимсний шүүстэй резинэн', 'Хэрчсэн гурил Амар 450гр бүхэл үрийн гүрвэлзэх хөдөлгөөнд тустай MNG']"
2091,Кимчи Наса 500гр ууттай хоол боловсруулалтыг дэмжинэ MNG,"['Майонез Улаанбаатар 1000гр 70% тослог Транс тосгүй MNG', 'Өргөст хэмх Hainich Даршилсан 1700 гр Шилтэй DEU', 'Амтлагч Хар перец Шувуутайн гол 40гр халуун ногооны төрөл', 'Өргөст хэмх Hainich Даршилсан 720гр Шилтэй DEU', 'Майонез Янта 900гр тослог 67% энгийн уургаар баялаг RUS', 'Вандуй Kowar 400гр нөөшилсөн THA', 'Өргөст хэмх Urbanek 900гр даршилсан POL', 'Салат Bagro 550гр Дунайн алаг салат MNG', 'Салат Bagro 550гр Хүрэн манжингийн MNG', 'Вандуй Vita 184гр']"
2092,Сүү Пороро 180мл Ванильтай Кальциар баялаг MNG,"['Тараг  Danone  105гр гүзээлзгэнэ шокладтай эрүүл тараган  ундаа KAZ', 'Жигнэмэг Choco Boy 100гр шоколадны хавчуургатай RUS', 'Жигнэмэг Bahlsen Pick up choco 106гр Сүүтэй Шоколадтай DEU', 'Жүүс OKF Aloe vera original 1.5л сахаргүй пет савлагаата KOR', 'Сүү Пороро 180мл Гүзээлзгэнэ жимстэй Кальциар баялаг MNG', 'Жигнэмэг Oreo 228гр гүзээлзгэний хавчуургатай жигнэмэг цэнхэр RUS', 'Халаасны сальфетка Selpak Comfort 10ш /2 давхаргатай/ TUR', 'Элдсэн гурил Лапша 270 гр ууталж савласан өндөгтэй MNG', 'Чихэр KOZED litchi juice gummy candy 80гр манго грэйп личи жимсний шүүстэй', 'Гарын шингэн саван Safeguard 225мл Хүүхдийн 3+ насны Бактерийн эсрэг ITA']"
2093,Холимог самар Chacheer 23гр самар үзэмний холимог эрүүл мэндэд тустай,"['Шоколад Nestle Kitkat 40гр шаржигнуур өрмөнцөртэй сүүтэй BEL', 'Шоколад батончик Mars 50гр TWIX сүүн шоколадаар бүрсэн карамель RUS', 'Шоколад Cofler Rocklets 38гр Аргентин ARG', 'Шоколад Alpen gold 85гр сүүтэй шоколад хавтгай цэнхэр RUS', 'Шоколад Picnic 48гр үзэм газрын самар ирисний нийлэмж батон POL', 'Чипс Orion 48гр үхрийн махны амттай ууттай VNM', 'Электрон тамхи Waka   усан үзмийн амттай цэнэглэдэг  шингэн никотин 3%', 'Чихэр Riesen 150гр хар шоколад иристэй DEU', 'Скоч баглаа боодлын Wonderer өнгөгүй 48mm*50m*55mic', 'Бэлэн хоол Fan’S 95гр гахайн мах халуун ногоотой дэвтээдэг']"
2094,Самар давсалсан Dawn 70гр ууттай,"['Цай Сэвгэр 270гр хийцтэй хунчир борц цагаан будаатай MNG', 'Хуурай сальфетка Ариун 250ш цэцэрлэгийн хайрцагтай 3 давхар MNG', 'Шоколад Milka 37гр орео жигнэмэгний хавчуургатай батончик ягаан POL', 'Хогний уут 60см*80см ахуйн хэрэгэлээний зузаан нэкстоп', 'Чихэр KOZED litchi juice gummy candy 80гр манго грэйп личи жимсний шүүстэй', 'Жигнэмэг Oreo 228гр шоколадны хавчуурга хайрцагтай RUS', 'Шоколад Mars minis 184гр шоколадтай карамельтай ууттай RUS', 'Чихэр KOZED mango juice gummy 80гр манго жимсний шүүстэй резинэн', 'Йогурт Danone Растишка 100гр Гүзээлзгэнэ жимстэй KAZ', 'Чихэр KOZED  lime juice gummy 80гр лайм жимсний исгэлэн амттай JPN']"
2095,Өрмөнцөр Ротфронт Коровка 50гр шоколадтай RUS,"['Нойтон салфетка Яргуй 10ш Нян бактерийн эсрэг харшил өгөхгүй MNG', 'Жүүс Мульти 500мл Олон жимст витаминт пет савлагаатай MNG', 'Жүүс Гоё шинэ 480мл Улаан жимсний холимог пет савлагаатай MNG', 'Чипс Orion 48гр далайн байцаатай ууттай VNM', 'Өрмөнцөр зөөлөн Акульчев Венские 100гр гадил жимсний хавчуургатай RUS', 'Жүүс Гоё шинэ 480мл Тоор жимсний пет савлагаатай MNG', 'Жигнэмэг Lotte 168гр хайрцагтай шоколадтай хавчуургатай пай KOR', 'Цавуу цаасны Mungyo 15гр шахмал Солонгос GS15B', 'Зайрмаг Эскимос 75гр мишка цэвэр сүүний цөцгийтэй RUS', 'Ус шүлтлэг ус PH 8.5 850мл пет MNG']"
2096,Цэвэр ус Alkaline water 500мл шүлтлэгжүүлсэн пет савлагаатай MNG,"[""Шоколад M&M's 45гр олон өнгөтэй самартай ууттай RUS"", 'Шоколад Twix Xtra 82гр шоколадтай карамельтай батончик RUS', 'Цай шингэн Woongjin Teazle Peach and Oolong Tea 500мл kor', 'Ус Maya 500мл электролит ус гүзээлзгэнэ жимстэй пет MNG', 'Шоколад Mars Bounty trio 81гр кокосны зөөлөн эдтэй RUS', 'Дугтуй Цагаан өнгийн Мөнгөний дугтуй Цаасан 22х11.5 см хэмжээтэй MGL', 'Чихэр Haribo 100гр интор жимсний амттай резинин ууттай DEU', 'Үрэл Nips 70гр самартай шоколадтай олон өнгийн ууттай MYS', 'Бичгийн цаас Double A Цагаан өнгийн А4 хэмжээ 500 ширхэг 80 гр цаас THA', ""Шоколад Mars M&M's 45гр сүүтэй үрлэн RUS""]"
2097,Жүүс Pororo tropical 235мл халуун орны жимсний пет савлагаатай KOR,"['Талх кориандртай бородино 400гр талх чихэр', 'Нойтон салфетка Яргуй 100ш MNG', 'Амтлагч Хатаасан сармис Ecoseed 20гр', 'Ширээний сальфетка Ариун 200ш Зөөлөн MNG', 'УндааTymbark Оргилуун 330мл Тарвас жимсний амттай лаазтай POL', 'Цөцгийн тос 100гр Транс тосгүй Уламжлалт аргаар MNG', 'Загас Туна Sajo Haepyo 150гр Light Standard KOR', 'Кетчуп Ccholimex sweet and sour chili sauce 325гр шилтэй VNM', 'Гал тогооны салфетка Урин 1ш MNG', 'Шоколад Piasten Schoco Linsen 125гр товчин хэлбэртэй DUE']"
2098,Энергийн ундаа Genesis vender 450мл B-н төрлийн витаминт ягаан лааз RUS,"['Энергийн ундаа Target zero suger 450 мл сахаргүй лаазтай RUS', 'Ус Millenia 1л хийжүүлсэн пет MNG', 'Шүүс үзэмний Golden plum 473мл пет савлагаатай MNG', 'Ус шүлтлэг ус PH 8.5 850мл пет MNG', 'Өрмөнцөр Wafe Up Cocoa 30гр какаотой ууттай TUR', 'Сырок Поспел Лагуна 40гр Аарц Нэрс жимсний чанамалтай RUS', 'Жигнэмэг Parle Hide and Seek 112гр шоколадтай хайрцагтай IND', 'Өрмөнцөр Grzeski Mega 48гр самрын крем, сүүтэй шоколадтай POL', 'Өрмөнцөр зөөлөн Акульчев Венские 100гр гадил жимсний хавчуургатай RUS', 'Жүүс Монжүүс Мульт 500мл Жимсний олон төрөлт пет савлагаатай MNG']"
2099,Ундаа Schweppes C+ Оргилуун 330мл C Витамин агуулагдсан лаазтай HKO,"['Цай шингэн Lipton peach tea 500мл тоор нимбэг пет савлагаатай USA', 'Энергийн ундаа Red Bull Gold 250мл лаазтай THA', 'Жүүс Тymbark Cherry apple 250мл Алим интоор жимсний шилтэй POL', 'Пиво Асахи супер драй 350мл  Alc 5% лаазтай  JPN', 'Каппучино OKF 240мл лаазтай KOR', 'Ус Оргилуун 330мл Хийжүүлсэн тоорны амттай лаазтай MNG', 'Бэлэн хоол Nissin 75гр Үхрийн мах Халуун ногоотой Дэвтээдэг JPN', 'Ундаа Coca cola Fanta Оргилуун 330мл Жүрж жимсний амт лаазтай HKO', 'Ус Вояж 330мл Байгалийн эрдэст 6 дамжлагаар шүүсэн пет савлагаатай MNG', 'Ус Хужирт 500мл Байгалийн эрдэстэй MNG']"
2100,"Жигнэмэг Jezyki baton classic 30гр карамель, самар сүүүтэй шоколадтай POL","['Йогурт Сайн 500мл 2,5% тослогтой Хүрэн манжин Алим жимстэй MNG', 'Йогурт Өлзий 450гр Олон төрлийн ойн жимсний амттай MNG', 'Кофе Jacobs 17.4гр ууталж савласан уусалт хурдан чихэрлэг NID', 'Ус Bonaqua 8+ 500мл Ойн жимсний амттай пет савлагаатай MNG', 'Бэлэн хоол Ноншим 110 гр бяслагтай халуун ногоотой дэвтээдэг аягатай', 'Ус Bonaqua 8+ 500мл Зөгийн бал Нимбэгний амттай пет савлагаатай MNG', 'Чизбургер мах сыр майонез MNG', 'Жигнэмэг Jezyki 30гр ууталж савласан коконаттай POL', 'Бэлэн хоол 122гр ясны шөлтэй дэвтээдэг энгийн аягатай', 'Жүүс Nawon NICO NICO Хан боргоцой 320мл цэлцэгнүүртэй пет савалгаатай VNM']"
2101,Квас Русский купеческий 1.5л пет савлагаатай KAZ,"['Амтлагч Сармис Чеснок Приправыч 50г хатаасан Дархлаа сайжруулна RUS', 'Heinz кетчуп Зөөлөн томатоны амттай, бүх төрлийн хүнсэнд 570гр NID', 'Самар Lorenz Studentenfutter 175гр Бүйлс Ойн самар Кэшью самартай DEU', 'Пиво Heineken Lager 330мл шилтэй alc 5% NLD', 'Бэлэн хоол Jin mai lang 117гр Ясны шөлтэй Чанадаг', 'Пиво Часс 450мл дээд зэргийг арвайн соёолжны амттай лаазтай  Alc 4.9% MNG', 'Будаатай шөл Талын Монгол 120гр цагаан будаа нунтагласан борцтой MNG', 'Жигнэмэг пай Orion 360гр гүзээлзгэнэ жимсний амттай хайрцагтай KOR', 'Нарийн боов Боргоцой 300гр хавчуургатай амин дэмээр баялаг Энхлүүн кү ки MN', 'Ундаа Coca-Cola Түмний Оргилуун 2л сахаргүй пет савлагаа MNG']"
2102,Хонины хэл 180гр амталж  чанасан MNG,"['Бэлэн хоол Nongshim 120гр кимчи үхрийн мах мөөгтэй ууттай', 'Утсан өндөг 2ш уургаар баялаг шим тэжээлтэй MNG', 'Кимбаб тахианы махтай MNG', 'Дүпү 200гр шарсан котлет 022565 MNG', 'Монгол царцаамаг 400гр 022764 MNG', 'Бургер Давхар 1ш үхэр тахианы махан сыртэй 022319 MNG', 'Далайн байцаа амталсан Batsol 50гр MNG', 'Йогурт Өлзий 450гр Манго жимсний амттай Цэвэр сүүн MNG', 'Цэлцэгнүүр сордог Dasha 150гр олон жимстэй чацарганатай MNG', 'Чанасан хонины толгой хуйхалсан вакум савалгаатай']"
2103,Шоколад Toblerone 100гр зөгийн бал бүйлсэн самартай хар CHE,"['Шоколад батончик Mars 50гр TWIX сүүн шоколадаар бүрсэн карамель RUS', 'Шоколад Mars Snickers super 80 гр самартай иристэй батончик RUS', 'Шоколад Twix 27.5гр*2 55гр шоколад карамельтай жигнэмэгтэй батончик RUS', 'Жигнэмэг Чоко пай Orion 360гр 30гр*12ш Mango ногоон RUS', 'Шоколад Maxfun 150гр тэсэрдэг чихэр жигнэмэгтэй шоколад хавтгай ягаан RUS', 'Чихэр Mars M&M 145 гр шоколадан үрлэн RUS', 'Шоколад Alpen gold 85гр гүзээлзгэнэтэй шоколад хавтгай ягаан RUS', ""Шоколад M&M's 45гр олон өнгөтэй самартай ууттай RUS"", 'Шоколад Mars 50гр шоколадтай карамелтай батончик RUS', 'Үрэл Зөв чацарганатай аарцан 85гр ууттай MNG']"
2104,Зөөхий Миний Монголын 350гр 100% үнээний сүүний Уламжлалт арга MNG,"['Нарийн боов Еэвэн 1 ширхэг том цагаан амин дэмээр баялаг Өгөөж MNG', 'Хичээлийн дэвтэр Мэдлэгтэй дэвтэр Цагаан Тоо Тууш шугамтай 24 хуудастай MGL', 'Молоко Главпродукт  270гр Сгущенка Юбилейная Шахдаг RUS', 'Тараг Шимт 1л чихэргүй хайрцагтай кальци магнитай MGL', 'Талх Соёолж 250гр Олон үрийн чихэргүй эрдэсээр баялаг Тэнгэрийн хишиг MNG', 'Хичээлийн дэвтэр Мэдлэгтэй дэвтэр Цагаан Тууш шугамтай 36 хуудастай MGL', ""Бялуу Атархишиг зүсмэл Kid's bakery амин дэмээр баялаг MNG "", 'Хичээлийн дэвтэр  Цагаан Тоо 36ш хуудастай MGL', 'Нотны дэвтэр Мэдлэгтэй дэвтэр Олон өнгөтэй Зурагтай Нотны дэвтэр Дэвтэр MGL', 'Хичээлийн дэвтэр Мэдлэгтэй дэвтэр Олон өнгөтэй А4 Дөрвөлжин 48 хуудас MGL']"
2105,Цай Fuze tea Apple&Lemongrass 480мл хар цай алим лемонграс пет MNG,"['Чихэр Skittles fruit 95гр олон жимсний исгэлэн амттай CHE', 'Гадаргуу цэвэрлэгч Comet гель450мл /далайн үнэртэй/ RUS', 'Зай Monel AA хэмжээтэй Alkaline (шүлттэй) 1.5V 2-р савлагдсан LR6-BP2', 'Чихэр Skittles sours 95гр олон жимсний исгэлэн амттай CHE', 'Жигнэмэг  Mc Vities 90гр цэвэр хар шоколадтай амтлаг GBR', 'Үсний боолт ANU Охидын 5 ширхэгтэй багц Резинэн суналт сайтай MNG', 'Чихэр Co barre de 200гр үзэм олон үртэй эрүүл мэндийн овьёстой чихэр RUS', 'Кекс Barni 300гр автобусны хэлбэртэй хайрцагтай амтлаг RUS', 'Ус Оргилуун 330мл хийжүүлсэн Ойн жимсний амт лаазтай MNG', ""Кофе шингэн Let's be Cappuccino 240мл лаазтай KOR""]"
2106,Пиво Сэрүүн 500мл 6-тай багц  арвайн соёолжны амттай  лаазтай Alc4.9% MGL,"['Пиво Сэрүүн 500мл Alc 4.8% Дээд зэргийн арвайн соёолжны лаазтай APU', 'Жигнэмэг Lotte 336гр хавчуургатай чокопай энгийн крем шоколадтай  RUS', 'Бохь G G Kaugummi 2 төрөл савтай 65гр Deu', 'Чипс Kracks Paprika 160гр Халуун чинжүүний амттай шарсан төмс Савтай MYS', 'Пай жигнэмэг Orion fresh pie 300гр гүзээлзгэнэ жимсний хавчуургатай KOR', 'Зайрмаг Ангария 80гр Сүү болон Шоколадны орцтой RUS', 'Ундаа Tymbark Оргилуун 330мл Манго жимсний амттай лаазтай POL', 'Талх Сэндвич 420гр зүүгээгүй дөрвөлжин, уургийн агууламжтай Мон бэйкери', 'Чихэр зөөлөн Trolli Milkcow 200гр Сахаргүй Үнээний дүрстэй DEU', 'Ундаа Tymbark Оргилуун 330мл Кактус жимсний амттай лаазтай POL']"
2107,Өргөст хэмх Urbanek 2.55кг даршилсан POL,"['Вандуй Vita 184гр', 'Ёотон  Nordzucker Glueckswuerfel 500гр Deu', 'Өргөст хэмх Urbanek 1.65кг даршилсан POL', 'Ааруул Идээний дээж 400гр Хорхой Чихэрлэг Кальциар баялаг MNG', 'Чихэр Loose mix 930гр snickers mars twix bounty millky way бохьтой RUS', 'Эрдэнэ шиш Kowar 400гр нөөшилсөн THA', 'Чихэр Красный октябрь Мишка 500гр вафли шоколадтай зөөлөн RUS', 'Салат Bagro 330гр хүрэн манжингийн MNG', 'Өргөст хэмх Urbanek 900гр gratis POL', 'Майонез Улаанбаатар 1000гр 70% тослог Транс тосгүй MNG']"
